id_agree,rta_deep_std1,rta_deep_std2,rta_deep_std3,rta_deep_std4,rta_deep_std5,rta_deep_std6,rta_deep_std7,rta_deep_std8,rta_deep_std9,rta_deep_std10,rta_deep_std11,rta_deep_std12,rta_deep_std13,rta_deep_std14,rta_deep_std15,rta_deep_std16,rta_deep_std17,rta_deep_std18
52,1.1742319,2.489116,2.8615384,1.3244389,3.896178,4.3731432,0,0,3.8431048,5.0749822,2.0055568,1.1698112,2.0812473,0,1.5068145,1.8115482,1.638369,3.7224207
53,3.6480665,2.0179486,5.1587114,3.38907,2.4631839,5.4137802,0,3.6477599,3.3329856,3.1978781,2.0060835,0,0,2.3551807,2.21457,1.4470323,2.0206766,0
54,5.09589,3.6078496,2.8615384,4.7996688,4.9862189,0,0,0,0,0,2.3739893,4.4437151,1.8111962,0,1.3144341,2.9827507,1.7632588,7.1773748
55,3.6480665,2.3648183,5.1587114,3.2799642,1.810427,5.1655183,0,0,2.6553159,3.1518633,2.0937467,2.1180856,0,2.4125292,2.8944488,3.8145115,2.034677,0
56,1.9952863,2.6040862,3.2856965,3.3538122,3.0386317,4.4673986,0,4.0593324,2.6204479,1.8693466,2.0368943,2.4293523,0,1.9853495,3.0781639,2.4423318,2.1533284,0
57,2.7202132,1.8138957,6.1239552,1.4615719,2.7495565,4.8280978,0,3.7199996,2.5325336,3.1518633,1.8836421,1.1698112,0,2.4751811,2.0993485,1.4707589,1.8736577,0
58,5.09589,1.9575095,2.8615384,1.1552795,2.8244607,0,0,0,0,0,0,0,0,1.6426386,1.4948145,1.2696246,2.0322289,0
59,3.6480665,1.8324174,2.8615384,1.1552795,2.5372155,2.8396947,0,0,0,2.4379425,1.8836421,1.3637081,0,1.9867861,1.8361182,1.5716211,4.5925927,0
60,5.09589,1.5140415,2.8615384,1.1552795,3.8118768,0,0,0,0,0,0,0,0,1.6012572,1.4201503,1.2696246,2.0322289,0
61,5.09589,1.7815859,2.8615384,1.1552795,3.8118768,0,0,3.1260505,0,0,0,0,0,1.6012572,1.4621135,0,3.5218184,0
62,5.09589,1.7815859,2.8615384,1.3244389,5.6551061,0,0,0,0,0,0,0,0,1.5773724,1.4733537,0,3.5218184,0
63,5.09589,1.9575095,2.8615384,1.1552795,5.2378516,0,0,0,0,0,0,0,0,1.6012572,1.7104572,1.2696246,2.0322289,0
64,5.09589,1.7815859,2.8615384,1.1552795,4.5458632,0,0,3.1260505,0,0,0,0,0,1.6012572,1.4201503,0,2.4269152,0
65,5.09589,2.0045934,2.8615384,1.1552795,3.716089,0,0,0,0,0,0,0,0,1.6012572,1.4621135,1.2696246,2.0322289,0
66,1.1742319,1.9229999,1.5119114,1.3244389,3.0296817,4.6211777,0,3.1260505,0,5.2010789,2.0985916,2.2811594,0,3.2262518,1.5333301,2.2461095,2.1480224,0
67,1.1742319,1.8112029,4.6140919,4.1115646,3.6973517,5.937243,4.0294385,3.4101186,3.1222796,0,2.1439905,4.8551717,2.5409017,3.0651553,1.7066145,2.5857441,2.3351018,5.1940455
68,1.7157536,2.1056006,1.5119114,1.4615719,3.0615697,4.8870368,0,3.7199996,3.2393932,4.786407,1.9670844,1.4740449,2.0684927,2.8712044,2.0547063,1.4707589,1.5771374,0
69,10.110404,2.0660856,2.2518423,1.3244389,0,0,3.4697795,0,2.9947097,4.4081917,4.0613055,6.6723747,2.2281752,2.1669562,2.5019774,2.2766614,1.95653,3.693944
70,3.6480665,2.2262924,2.8615384,4.5684795,2.2778151,5.8109589,5.9882245,3.5769231,3.2119377,0,2.111222,0,2.1674087,2.2114825,3.5641906,0,1.8773311,0
71,5.09589,1.4468764,2.8615384,4.1328716,0,7.2016807,0,4.7126374,0,1.8693466,2.5950487,2.2292643,1.9736818,0,1.7875357,0,1.809355,5.4640412
72,3.654772,1.6531123,4.4909711,1.4615719,2.9254596,4.9467416,0,3.7199996,2.5017457,3.1518633,1.8836421,1.1698112,0,2.6404197,1.9074165,1.4707589,1.8380203,0
73,1.1742319,1.5489432,2.2518423,4.3072605,3.7470834,0,3.9261403,3.1260505,0,4.0383348,2.1303425,3.6815159,2.412744,2.8384085,2.1322806,2.4612889,2.4237449,3.9150393
74,1.1742319,1.8390175,2.8615384,1.1552795,0,0,0,0,0,0,2.832485,0,0,3.0261984,1.3144341,1.3057777,1.4932775,0
75,1.1742319,2.1626627,1.5119114,1.6112419,2.5974319,9.6013803,4.1880593,0,3.112545,4.4274635,2.7869701,0,2.2738416,2.2858479,2.1723001,1.5378501,2.2153707,3.6688542
76,3.6480665,2.2805541,5.1587114,3.5989101,2.4631839,5.5230737,4.9908772,3.7199996,3.5713661,3.1518633,1.9665353,2.8387849,0,2.2709272,2.2830808,3.8621058,2.149266,3.1156175
77,6.6273408,2.9046552,4.6140919,4.0599136,3.4026418,0,0,4.7284546,0,3.6992891,2.1958158,2.6248817,2.0101051,1.8708961,1.5449882,2.3586099,2.3744178,0
78,1.1742319,1.8691454,1.5119114,1.87988,3.0479996,5.8660388,3.8665342,0,3.2605379,4.55582,1.9284047,1.4740449,2.1464243,3.2140236,2.377605,1.9979799,1.6339695,4.0189977
79,1.1742319,2.2067671,1.5119114,1.3244389,2.3670325,5.4234891,0,4.2404351,0,0,2.0216053,0,0,2.6648262,1.7615049,0,2.0577657,0
80,3.9311304,2.0370572,2.8615384,1.1552795,2.5372155,0,0,3.7199996,0,3.1518633,1.8836421,2.5327241,2.4112742,2.2783992,1.6901393,1.7572386,1.8599999,0
81,3.431124,2.0922236,2.2518423,1.9283617,3.3612099,6.4805989,4.1936498,0,3.2115059,4.7082562,4.5833917,5.8212285,2.8223658,2.9890909,1.681456,3.3361082,2.2336006,5.2827516
82,1.1742319,2.2412694,1.5119114,4.2358561,3.3575733,7.2929277,3.9283018,4.8060999,3.6389389,5.6468163,2.538908,3.1048172,2.8423064,3.5002763,1.6982788,2.3486462,2.5715499,5.3648462
83,1.1742319,2.0271947,1.5119114,3.7271292,3.3854632,7.2685981,3.8426127,4.7497206,3.6389389,5.5420084,2.2358346,1.1698112,2.6172178,4.7663989,1.2455937,2.1369965,2.7987077,4.9071226
84,16.173912,1.5034201,24.800003,2.9782238,0,2.8396947,0,0,0,0,2.035125,2.6152256,2.3452964,0,1.6768359,1.2696246,1.8404224,0
85,16.173912,1.7719038,24.800003,2.5675752,0,3.970726,0,0,0,0,2.035125,2.6152256,2.3116069,0,1.6768359,1.3675501,2.0227659,0
86,1.1742319,1.5489432,2.2518423,3.6874318,3.7470834,0,3.9356012,3.1260505,0,4.0383348,2.1303425,3.6815159,2.412744,2.868686,1.5223922,2.4612889,2.4237449,3.9150393
87,1.1742319,2.6250091,1.5119114,3.0657837,3.2632883,5.8733873,5.7881632,4.2404351,3.260581,4.7423835,2.0080945,5.1894827,2.2914519,1.8651562,2.2807205,2.6317167,3.2003043,6.6411304
88,1.1742319,2.2368836,1.3425143,2.5377722,3.6905127,5.5311089,3.9743652,3.1260505,3.1498077,4.6792092,2.349503,3.586283,2.7445631,2.9843669,1.3144341,3.2651677,2.2875614,4.8657632
89,16.173912,2.9392629,15.186835,0,2.9161048,0,0,4.6833448,5.026907,0,0,0,2.7436686,0,4.2871585,5.4216185,3.5616059,6.8406386
91,5.09589,1.8438009,2.8615384,1.1552795,4.5458632,0,0,0,0,0,0,0,0,1.5773724,1.4201503,1.2696246,2.0322289,0
92,5.09589,1.8042272,2.8615384,1.1552795,3.8590479,0,0,3.1260505,0,5.4705882,0,0,0,1.5773724,1.4201503,1.9838942,2.0322289,0
93,5.09589,1.8438009,2.8615384,1.1552795,4.4980645,0,0,0,0,0,2.3895335,0,0,1.5773724,1.4201503,1.2696246,2.9023652,0
94,5.09589,1.8042272,2.8615384,1.1552795,5.3952279,0,0,3.1260505,0,5.4705882,2.3895335,0,0,1.6012572,1.4201503,1.2696246,2.0322289,0
95,5.09589,2.5964346,2.8615384,2.4278476,3.0103123,0,0,3.9641821,0,0,2.2686276,7.4550905,0,0,0,1.3057777,2.2695494,8.1210699
96,1.1742319,2.0476954,2.3810334,3.3961172,2.4104679,4.8072505,0,0,2.8770132,3.1518633,1.9840999,2.6230674,0,2.257633,2.1805673,1.7275475,1.9854996,7.4713001
97,16.173912,2.3183649,1.5119114,1.4615719,2.9940703,7.1099911,4.3604317,3.7199996,3.2643757,4.3586292,1.9670844,2.6017268,2.0617557,2.7466099,2.2524936,1.4707589,1.6834491,3.9352264
98,1.1742319,2.2625103,2.2518423,3.722635,3.7930937,8.4616413,3.9397025,4.7497206,3.3883674,5.8289261,2.4480689,3.389127,2.7214899,3.0669231,1.7176348,2.7129297,2.7907269,0
99,6.0413599,2.0251849,2.8615384,1.3244389,2.6546364,5.7176218,4.1308937,0,3.0534415,1.8693466,2.1093905,3.9326687,2.2922821,0,1.7646394,2.6987929,2.0274448,0
100,3.3461468,1.6966665,2.2518423,4.1115646,3.8671238,4.9905725,3.6729,3.1260505,3.9249685,3.6587825,2.1830068,4.8352098,2.605732,3.1877983,2.3337352,2.1158926,2.3481944,3.5756762
101,1.1742319,1.6126333,1.5119114,2.7369001,2.6557522,4.1959634,4.1313829,0,2.9034352,4.9360523,2.1005912,2.689208,2.6407492,0,1.7973799,2.4373968,1.8502072,3.9339914
102,2.1159716,1.9121412,4.162344,2.1653252,2.6003287,5.1697307,0,3.7199996,2.8770132,3.5238903,1.8836421,1.4740449,0,2.2418308,1.9852273,1.4707589,1.8352913,0
103,8.3240786,2.3982389,2.8615384,3.9389746,4.6467524,0,6.9403558,3.5769231,0,0,3.0775554,1.8886411,0,0,1.4596628,1.4154876,2.9207385,9.7117052
104,3.1915581,1.9631177,2.8615384,1.9961804,2.6831875,0,0,0,2.8505301,2.4379425,1.8836421,1.3637081,0,1.9557117,1.8813924,1.4707589,2.2712107,0
105,3.1915581,1.9631177,2.3810334,1.8813096,2.6831875,0,0,0,0,2.4379425,1.9838165,1.4740449,0,1.9557117,2.0888717,1.4707589,2.161989,0
106,1.1742319,1.5644332,2.8615384,2.1922355,2.326195,0,5.1520276,0,2.8893566,0,2.4648614,3.5688806,2.2249234,2.6853948,1.8732314,0,2.1881428,0
107,1.1742319,2.2980728,1.5119114,2.4055986,2.43134,4.2221169,4.8536696,5.0473185,2.951587,0,2.3314424,3.4740844,2.1643195,0,1.9689958,2.4029937,2.6316764,0
108,1.1742319,1.4871168,1.5119114,3.722635,4.1157842,8.5361109,3.8713448,4.7497206,3.5232594,5.4212956,2.4331636,2.3418865,2.7856536,0,1.5549259,2.0573969,2.5969563,0
109,3.1915581,1.9631177,3.9712377,1.3244389,2.6831875,0,0,0,0,2.4379425,1.908335,1.4740449,0,1.9557117,1.894057,1.9884874,1.9255615,0
110,2.2266893,2.1581326,1.5119114,2.5257678,2.5164728,5.329567,3.963433,0,3.4705229,4.4822607,2.1397719,3.3930805,2.7688575,2.5490241,1.3062253,2.3718793,2.3175302,4.1096234
111,1.061718,1.6427339,2.8615384,3.718369,3.3389962,8.0447588,3.9283018,4.6879215,4.1964045,6.3262424,2.3779845,3.0978799,2.7158546,0,1.5295078,2.474612,2.758528,0
112,10.092613,1.6342523,1.5119114,1.3244389,0,0,0,3.1260505,3.0902147,1.8693466,2.3770947,1.7832354,2.1949792,0,1.8956983,1.3675501,1.7311401,0
113,1.1742319,2.1037698,1.5119114,4.1548519,0,7.8738499,4.1649055,0,3.0343413,0,1.9848689,2.8171318,2.5323837,2.2082012,1.6370151,3.0422456,2.2117002,5.3340831
114,3.6480665,2.6816523,1.5119114,3.741576,2.648267,5.1830115,0,0,2.6452777,3.1518633,2.111222,4.7678752,2.3140223,2.2709272,1.9542507,0,1.9394717,8.6975164
115,3.4175634,2.0694988,3.3944209,2.3219562,2.4837885,5.4175601,4.6441131,0,3.2566774,4.55582,1.9558647,1.8035522,2.3589628,2.4353518,2.3462396,1.7064022,1.8380711,0
116,1.1742319,1.4729275,1.5119114,4.702827,4.0731196,8.6046009,0,4.8060999,3.5620131,6.0351214,2.4370327,2.3418865,2.6011314,7.5918374,1.5438449,2.0573969,2.6983781,0
117,16.173912,2.9392629,15.186835,0,2.9161048,0,0,4.6833448,5.026907,5.4705882,0,0,2.7436686,0,3.1834974,5.4216185,3.5616059,6.8406386
118,2.3425756,1.7873254,2.8615384,1.3244389,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,1.1742319,1.9545125,3.9712377,1.4615719,2.6003287,5.124517,0,3.7199996,2.8450863,3.5238903,1.8836421,1.4740449,0,2.1941841,1.934654,1.4635383,1.8352913,0
120,3.1915581,1.9631177,1.5119114,1.8813096,2.6831875,0,0,0,2.9077437,2.4379425,1.8836421,1.7677823,0,1.9634356,1.8673654,1.4154876,2.294255,0
121,1.1742319,2.4217048,1.5119114,3.2438233,2.5661139,7.1933737,5.5951662,4.9407859,3.1414618,0,1.9671429,0,0,2.8016987,3.6534588,2.1636565,2.078774,9.0322962
122,1.7157536,2.2636106,1.5119114,2.9412606,3.5452619,0,3.9780781,0,3.5042558,4.1005106,2.4773741,3.6477673,2.6247437,0,1.8823813,2.8865769,2.0664999,5.4396071
123,1.8836522,1.4888613,2.8615384,1.8901249,2.5289965,2.8396947,4.67484,0,2.8995872,0,2.5054874,5.0986948,2.4768422,2.6853948,1.67418,1.7064022,2.0656474,4.8343263
124,1.1742319,2.316746,1.5119114,1.9509186,3.7013273,7.9676008,0,4.7034917,2.8942707,4.2239046,2.0774422,3.568181,2.3849392,2.1066232,1.6643742,3.8772857,2.6971562,4.4967327
125,1.1742319,1.4455533,2.8615384,1.9509186,2.5710647,4.482163,0,3.7017879,2.2545455,1.8693466,1.948692,3.7374136,2.2779565,0,1.3615509,2.5465298,2.4231205,0
126,3.3655515,2.0910718,4.3761973,1.3244389,4.324697,0,0,0,0,0,0,3.0309272,0,0,0,1.4154876,0,0
127,1.1742319,1.9780961,1.5119114,1.917926,2.9160025,5.1237493,0,3.1260505,2.8737688,5.0749822,1.8836421,1.4740449,2.2416403,2.7440951,2.251821,1.4707589,1.6689979,0
128,1.1742319,2.0779507,2.8615384,1.3244389,2.3670325,6.5414786,4.4696779,3.7199996,0,5.2035656,2.0365376,3.8324447,0,2.4574621,2.9231322,1.7510371,1.9440929,0
129,5.09589,1.5753964,24.800003,1.7826923,2.7807975,5.7395535,3.9251211,3.1260505,3.3176169,4.370997,2.0458827,2.841826,2.7737474,0,1.3580728,2.6481946,2.0714064,0
130,1.1742319,1.8833886,1.5119114,1.3244389,2.8457975,0,0,0,0,3.1518633,1.9838165,1.4740449,0,1.7827212,1.9398152,1.5594511,2.0501924,0
131,1.1742319,2.1603601,1.5119114,3.2649107,2.9001632,8.4928675,4.4369593,0,3.2578042,1.8693466,1.9916284,2.2319655,2.4672263,1.974683,1.6546865,1.5378501,2.1855173,4.4026494
132,1.1742319,2.3433585,1.5119114,4.2442088,2.5595372,7.3791709,0,4.9167814,3.0914469,3.787822,2.0036187,4.8602443,2.0739763,1.9829588,3.5931756,0,1.9838213,0
133,1.1742319,1.7516088,1.5119114,1.4615719,3.2085662,4.8628736,4.2295699,0,2.9957631,1.8693466,2.3740184,3.3123419,0,0,1.3144341,1.9108983,2.0291712,0
134,1.1742319,1.7169925,1.5119114,1.3244389,2.3171837,3.4944563,4.0806756,0,2.9504101,0,1.9989682,3.0588136,2.4887633,2.6111162,1.8514752,2.0769269,2.1758523,3.7810662
135,1.934568,1.4455533,2.2518423,1.87988,3.7295923,7.2437844,0,3.4101186,0,0,2.2038639,3.9198966,2.3226051,0,1.3615509,2.2973409,2.6703415,3.5980294
136,1.061718,1.6157483,2.4252748,1.3244389,0,0,0,0,0,0,2.6179767,2.2897618,0,0,1.7945067,1.8864627,2.8579495,0
137,1.1742319,2.1012304,2.8615384,1.1552795,2.5372155,3.3172002,0,0,0,0,1.9665353,3.1975319,0,1.953185,1.8895166,1.5716211,1.9255615,0
138,1.1742319,1.7310115,1.5119114,1.3244389,0,0,0,0,0,0,1.9989682,1.4740449,0,2.7304425,1.2656895,1.3675501,1.6244541,0
139,1.1742319,2.473238,1.5119114,3.65201,5.5152569,7.7669988,3.8825386,0,3.1583261,0,1.769316,1.3637081,2.6213536,1.9415178,1.6370151,0,1.9610974,4.6171269
140,5.09589,1.5890471,2.8615384,1.1552795,0,0,0,0,0,0,0,0,0,0,0,0,3.4444444,0
141,2.6879938,1.9914752,2.8615384,3.0086219,0,0,0,0,0,3.1917362,1.8836421,1.9537858,1.8958684,1.7419834,2.2418718,1.2696246,1.5455221,17.766235
142,1.1742319,2.4204893,1.5119114,4.2662616,2.6409762,6.4549623,4.6613173,4.9407859,3.036978,2.4379425,1.9671429,2.1180856,2.232255,2.3128831,3.4310908,0,2.078774,7.299902
143,1.1742319,1.6416951,1.5119114,3.2387042,2.5658913,3.7782569,4.0415578,0,3.251272,2.4379425,1.8971776,1.7832354,2.2611365,1.846234,1.7301273,1.5274036,1.9212576,0
144,5.09589,1.5929217,2.8615384,1.1552795,3.5285134,0,0,0,0,0,2.3895335,1.1698112,0,1.5773724,1.4201503,0,2.0322289,0
145,1.061718,1.993909,2.8615384,1.1552795,3.5285134,0,0,3.1260505,0,0,2.3895335,1.1698112,0,1.6454017,1.4201503,0,2.0322289,0
146,5.09589,2.0416467,2.8615384,1.1552795,5.5522385,0,0,0,0,0,2.3895335,1.1698112,0,1.6012572,1.4201503,1.2696246,2.3241773,0
147,1.1742319,2.078383,2.8615384,1.1552795,2.649615,3.663538,0,0,0,3.1610446,1.8836421,3.0309272,0,1.7584347,2.1869411,2.2991166,1.6071204,0
148,1.1742319,1.9971058,1.5119114,1.3244389,2.9446013,0,0,3.7199996,0,3.1978781,2.3895335,2.3791869,0,1.6454017,1.7615049,1.9215801,3.7994308,0
149,5.09589,2.1121137,2.8615384,1.1552795,3.2969913,0,0,0,0,0,2.3895335,1.1698112,0,1.6012572,1.4201503,1.2696246,2.0322289,0
150,5.09589,2.0280149,2.8615384,1.1552795,3.1214628,0,0,0,0,0,2.3895335,1.1698112,0,1.6012572,1.4240214,0,2.0322289,0
151,5.09589,2.0924885,2.8615384,1.1552795,0,0,0,0,0,0,2.3895335,1.1698112,0,1.6012572,1.4201503,0,2.0322289,0
152,16.173912,2.0439975,2.8615384,0,3.1363015,0,0,0,0,0,0,2.8387849,0,1.6406424,1.8588094,1.2696246,4.4193225,9.0389872
153,3.8595033,1.4197699,4.3761973,1.3244389,0,0,0,0,0,3.1518633,3.1938112,1.1698112,0,0,1.6959957,1.4470323,2.3109102,0
154,3.6380553,2.3507879,2.653753,4.1013284,2.6241553,6.9132638,6.2308154,4.9436655,3.1713684,4.7667909,2.7027669,3.4729693,2.664243,2.4808981,1.7734491,1.7093239,2.8566551,4.1855621
155,3.4306233,1.8682739,3.3944209,1.7826923,2.9840288,3.3172002,0,3.7199996,0,3.1518633,1.7218661,2.2526119,0,2.538986,2.1836016,1.4707589,2.0210295,0
156,5.09589,2.1195931,1.5119114,3.1512585,2.4951847,8.2561913,4.2863288,5.6094122,3.1808286,3.1610446,1.7090964,1.1698112,2.3477306,2.2118192,1.6324117,1.5378501,2.195832,4.281199
157,2.1159716,1.3736305,2.4867759,1.4615719,3.4431157,0,0,3.1260505,0,0,2.0080945,3.55794,0,0,1.711561,1.9108983,2.9935675,0
158,1.1742319,1.4957567,1.5119114,1.3244389,2.9432044,0,0,0,0,0,1.723079,5.0203733,0,2.0135984,1.4141971,1.6497107,1.7842753,0
159,1.1742319,1.6606264,1.5119114,4.3272276,4.1157842,8.6173372,3.8713448,4.7497206,3.5232594,4.9021864,2.7809875,2.6232221,2.7238922,1.8757374,1.5438449,2.0573969,2.6078594,0
160,1.1742319,2.2947938,1.5119114,6.54141,3.2591112,8.1362333,3.9143193,4.6902008,3.6389389,5.4994292,2.4849834,4.1634727,2.7187111,3.8076398,1.5295078,2.4285808,2.7290998,0
161,1.1742319,1.8324174,1.5119114,1.3244389,2.5372155,0,0,0,0,3.1518633,1.8836421,1.4740449,0,1.9634356,2.1946158,1.4154876,1.9255615,0
162,1.7157536,1.8416116,2.8615384,2.219887,2.2208226,0,4.9475226,0,3.1023321,0,1.9418803,4.0915518,2.1575191,2.5807645,1.6374973,2.1151409,2.0103889,4.5899248
163,1.1742319,2.3483746,2.8615384,2.2069013,3.6497083,7.6102896,4.0788207,3.7017879,3.6803935,4.3616071,2.0859358,2.8831434,2.8388925,4.1019692,1.3615509,2.9208279,2.6329713,4.3969402
164,3.3461468,1.6151479,2.2518423,4.101295,3.8671238,4.9905725,3.6729,3.1260505,3.9249685,2.4379425,2.0161271,4.8352098,2.605732,3.1732397,2.6060398,2.1158926,2.3481944,3.5756762
165,1.7157536,1.8242939,2.8615384,2.7008083,2.4211149,5.4499478,4.9827394,4.6236167,2.9605134,0,2.2455621,4.8140187,2.3740621,2.1069038,1.8741169,2.4375486,2.8724496,4.8106842
167,7.1488013,1.8290271,1.5119114,4.101295,3.521322,6.8140121,3.6014998,3.1260505,3.2430651,0,2.1729152,4.0917249,2.5746496,3.0971389,2.0779161,2.2889106,2.018837,4.8844028
168,1.1742319,2.2339137,2.2518423,2.2841287,3.6564443,0,4.0633178,0,3.0498936,4.6956143,2.2216804,3.6513267,2.5371799,1.6426386,1.6374973,2.474612,2.5897198,5.2686982
169,2.3006022,2.1959562,1.5119114,4.289989,3.5674586,0,4.9908633,5.1415234,3.7375808,5.1062412,2.4087856,4.3421674,2.7325778,3.4327035,2.873385,2.4285808,3.4095137,4.2234774
170,1.1742319,2.2735629,3.0312858,1.4615719,3.0989909,0,0,3.7199996,0,4.55582,2.0392897,1.4740449,0,2.5214071,2.1235983,1.6370906,2.531352,0
171,1.934568,1.7203221,2.2518423,4.2266679,3.2663758,0,4.0967131,4.8119593,3.1381676,3.6718137,1.9940372,4.2750626,2.5215135,0,1.3615509,2.3027024,2.6752005,3.599153
172,1.1742319,2.2087278,1.5119114,3.1266017,2.6161313,7.4216981,4.6924419,6.6428571,3.1854601,4.7428246,1.8657446,2.6274276,2.5454559,2.1668382,1.9603577,2.5402355,2.1362848,4.3678365
173,3.4819341,1.9517357,2.4867759,2.5819199,4.3201165,0,0,5.3568459,0,3.1518633,2.0146501,2.8397548,0,1.9853495,2.3156712,1.8115482,3.4462554,0
174,1.1742319,1.9877335,1.5119114,3.0544558,2.4921818,6.4652586,4.0988073,0,3.1434376,1.8693466,2.1534832,2.90312,2.5232658,2.3090682,1.7300684,2.3617597,2.018553,4.8071761
175,1.1742319,1.5284623,1.5119114,2.6284013,2.3770137,2.8396947,0,0,0,0,1.8234425,2.8179293,0,0,1.4358221,2.5199921,1.9502621,0
176,3.3461468,1.6151479,2.2518423,4.101295,3.8671238,4.9905725,3.6014998,3.1260505,3.9249685,2.4379425,2.1830068,4.8352098,2.5698581,3.1732397,2.3337352,2.1158926,2.3481944,3.5756762
177,1.1742319,1.5513051,1.5119114,1.9961804,0,0,0,0,0,0,1.8269678,4.6505642,0,2.7304425,1.3144341,1.6497107,0,0
178,5.09589,1.5034201,2.8615384,3.6219561,2.9161048,0,0,0,0,0,0,2.9210856,0,0,1.2455937,1.3675501,2.2824233,0
179,2.7113652,2.0169494,2.8615384,3.5077755,3.0402179,0,4.2979274,3.9392881,3.2093875,0,1.908335,3.9674523,2.2986219,3.137043,2.078289,2.2052164,2.6325338,4.7223325
180,1.8205062,1.5046636,2.8615384,1.3244389,0,0,0,0,0,0,3.3426549,0,0,1.8734887,1.4201392,1.3675501,1.5684181,0
181,1.1742319,1.9631177,2.8615384,1.1552795,2.6831875,0,0,0,0,3.1610446,1.9665353,2.3399003,0,1.953185,1.8895166,1.8302091,2.7313836,0
183,1.1742319,1.8271649,1.5119114,1.9283617,2.8958499,7.1885509,4.3390932,0,3.4477112,0,1.9933996,3.2683613,2.3958051,2.229847,1.3499699,2.4303827,2.3904889,4.4825392
184,1.1742319,2.4238279,1.5119114,4.5358233,2.3646657,6.7832074,4.8042951,4.9407859,3.2064445,4.1662235,2.1106946,1.8020921,2.0302994,2.3128831,3.3502398,0,2.1275616,8.2211838
186,1.1742319,1.9631177,2.8615384,1.1552795,2.6831875,5.122685,0,0,0,1.8693466,1.9665353,1.4740449,0,1.953185,1.8181086,1.5594511,1.9255615,0
187,5.09589,1.8028023,2.8615384,2.7320311,2.2643645,0,5.0915489,0,4.4937739,0,2.5149965,1.7677823,2.4599662,2.0813613,1.3358704,1.7434644,2.1467564,0
188,5.1813064,1.9250076,3.878727,2.5868502,3.7249248,6.1258078,3.9389877,3.4101186,3.1666996,0,1.9997095,5.5203204,2.5350435,3.4497914,1.7858132,3.3187099,2.4287291,4.5935197
189,16.173912,1.7658007,3.9712377,1.7826923,2.5278325,5.6131234,0,3.7199996,2.9227531,3.8059378,1.8836421,1.8035522,0,2.5505471,2.2285573,2.1488833,2.9906292,0
190,1.7842233,2.2681582,2.2518423,3.0523374,2.7279358,4.2714992,0,4.788599,0,4.2460861,2.0719273,2.9887545,2.3945656,2.0820684,1.6374973,2.6081851,2.5307193,5.0301781
191,1.1742319,1.6297534,3.9712377,2.0735977,2.9584794,5.6131234,0,3.7199996,2.9091673,3.8059378,1.8916187,1.8035522,0,2.5505471,2.1952789,1.4154876,2.8274837,0
192,1.1742319,1.983621,2.8615384,3.7561851,2.9347906,5.122685,0,4.8344221,0,0,1.9174602,2.2797053,0,0,1.3144341,2.0107105,2.3916216,0
194,3.3058629,2.1282351,3.5968437,2.405086,3.1985011,5.7132721,4.7312603,3.7199996,0,4.5305524,1.8713077,2.5307529,2.2249825,2.9286604,2.4405258,2.8020222,2.2812772,4.015708
195,1.7157536,2.4761035,2.2869465,4.1670718,3.1133275,6.8533483,5.0507102,5.1521831,4.4601994,4.6714201,2.1443868,2.9244685,2.4727001,2.4246511,2.9819863,2.0107105,3.1931286,4.4158044
196,6.8854923,1.6235545,2.4867759,4.2060738,3.4238276,5.5398092,3.6014998,3.1260505,2.9569044,0,2.1241615,4.2231908,2.515099,2.8192546,1.946031,2.2205243,2.0568025,4.5905628
197,3.6710045,2.3548887,3.878727,4.0936923,3.1403,5.649951,4.0321193,4.3157506,4.1908431,4.8554282,2.166173,3.0641849,2.5050969,2.517812,1.6507428,2.9968135,2.7940824,4.6586046
198,5.09589,1.6953778,2.8615384,2.3464236,3.0348725,0,3.7647786,0,2.9318597,0,2.3958385,4.1414204,2.5283732,1.9540074,1.2410249,2.6813402,2.6446741,5.0715985
199,1.9161505,1.7850949,1.5119114,3.3519988,2.8194849,7.7292404,4.5195875,0,3.1394606,1.8693466,2.2330761,6.9023428,2.4216926,2.0813613,2.3520713,2.7860544,2.1474781,4.2606382
200,3.5562346,1.8372165,3.5968437,2.595145,3.1985011,5.7554622,4.7312603,3.7199996,3.3535092,4.5305524,1.9900062,2.7356951,2.2650347,2.9163537,2.4405258,1.7064022,2.4951332,4.3800893
201,2.3006022,2.0373392,1.5119114,4.9680829,3.7992291,0,5.0091171,5.3039303,3.516145,4.7051086,2.0716968,3.5616405,2.6247914,3.5060127,1.5223922,2.6424017,3.3725629,5.2766962
202,2.9918849,1.4729275,2.4867759,3.4414074,3.5084333,0,0,0,0,0,2.1963894,3.2004216,0,0,1.3615509,1.6174061,3.0325963,0
203,1.1742319,1.5422621,2.2518423,4.3072605,3.7470834,0,3.81071,3.1260505,0,4.0383348,2.0301368,3.6815159,2.412744,2.8384085,1.3615509,2.4612889,2.4237449,3.9150393
204,1.1742319,2.2165179,2.3810334,1.8901249,2.8559315,0,3.9283018,4.3986096,3.1637943,0,1.9183866,4.1771955,2.7002008,2.5553303,1.4576114,2.6743777,2.4330044,4.8498559
205,1.1742319,1.7185506,1.5119114,3.0127404,0,3.8687086,4.4283938,3.1260505,2.7230816,3.1062155,2.3915851,4.1983924,2.5339191,1.7352823,2.4364202,2.9415185,2.4645212,4.5935197
